Team Number,Advisor,Problem,Ranking,Institution ID
Chengdu,Kai Yu,B,Successful Participant,90
Claremont,Susan E Martonosi,B,Successful Participant,211
Beijing,Feng Zhou,D,Meritorious,109
Xiamen,Xiuliang Qiu,B,Successful Participant,1173
Beijing,Jinliang Wang,B,Honorable Mention,1322
Beijing,Dong Zijing,D,Meritorious,1414
Changsha,Dan Wang,D,Successful Participant,496
Tai'an city,Fa-li YIN,D,Honorable Mention,1139
shenyang,Changchun Sun,A,Successful Participant,278
Wuhan,Gao Fei,A,Honorable Mention,992
Jiaozuo City,Tong Zhang,B,Successful Participant,1038
Guangzhou,Jiajun Zhang,D,Honorable Mention,1315
Wuhan,Zheng Wang,D,Honorable Mention,36
Changsha,Wei He,A,Meritorious,1378
Hefei,Huabing Li,A,Honorable Mention,1613
Yantai,Xigao Shao,A,Successful Participant,265
Guangzhou,Bingchuan Chen,A,Honorable Mention,1651
Denver,Gary A Olson,C,Finalist,1027
Los Angeles,Jing Qin,A,Successful Participant,498
Baoding,Tao Wang,A,Successful Participant,1307
Harbin,Rui Zang,D,Meritorious,286
Shenzhen,Wentao Zhang,D,Meritorious,1032
Guangzhou,Guiwu Hu,B,Successful Participant,1001
Harbin,Baoyu Song,A,Meritorious,1021
GUANG ZHOU,XIAOLONG JIANG,A,Successful Participant,493
SHANGHAI,GENKE YANG,A,Honorable Mention,884
Baoding,Xinshun Ma,D,Honorable Mention,793
Guangzhou,Zhanyong Zou,A,Honorable Mention,697
Chengdu City,Lingna Li,A,Honorable Mention,834
Shenyang,Wu Chengdong,A,Successful Participant,1159
Dalian,Kun Lu,C,Successful Participant,640
NanTong,Dengju Ma,A,Successful Participant,239
Beijing,Lan Ding,D,Honorable Mention,639
Beijing,Limei Wang,A,Successful Participant,398
Chongqing,Liuxing Chen,A,Successful Participant,362
Xi'an,Feng Youqian,A,Honorable Mention,1621
Qinhuangdao,Jianbo Liu,A,Successful Participant,213
Hengyang,Wang Hongyong,B,Meritorious,1517
Baoding,Zhiniu Xu,A,Successful Participant,1307
Baoding,FENG SHI,A,Honorable Mention,1307
Hangzhou,Xufeng Shang,A,Successful Participant,326
BEJING,Ying Xiao,D,Successful Participant,1393
Chongqing,Jian Xiao,A,Meritorious,231
Guangzhou,Guogang Liu,A,Successful Participant,193
Beijing,Zuguo He,D,Honorable Mention,1165
Zhengzhou,Teachers Group,D,Successful Participant,42
Albuquerque,James H Degnan,A,Meritorious,1505
Harbin,Bin Zhou,A,Honorable Mention,1021
Pingdingshan,Xiaoguo Zhang,D,Honorable Mention,664
Xining,Yanzhong Zhao,B,Successful Participant,208
Hangzhou,Shiming Wang,B,Successful Participant,1245
Shanghai,Jing Liu,B,Honorable Mention,1367
Fuzhou,hongjian wang,B,Successful Participant,1295
Xi'an,Axia Wang,A,Successful Participant,703
Shanghai,Xiangyun Zhang,A,Meritorious,1317
Changsha,Xidao Luan,B,Successful Participant,762
Tianjin,Yuqin Zhang,A,Meritorious,1416
Guangzhou,Weiqi Luo,A,Honorable Mention,1315
Shanghai,Yanhua Wang,A,Successful Participant,390
Nanjing,Xiqiang Liu,D,Honorable Mention,84
Beijing,Xiaotian Sun,B,Honorable Mention,619
Taiyuan,Fuyi Li,A,Successful Participant,1059
hanzhong,lei xu,A,Successful Participant,536
Baoding,Guoli Zhang,A,Meritorious,1307
Daqing,Yunfeng Yang,A,Honorable Mention,716
Xi'an,jicheng li,C,Honorable Mention,598
Chongqing,Jianhui Pan,A,Successful Participant,362
Qingdao,Lijuan Tao,A,Successful Participant,984
Beijing,Runhai Jiao,A,Successful Participant,1563
Hangzhou,Xusheng Kang,A,Honorable Mention,1350
HARBIN,ZHEN BIN GAO,A,Successful Participant,1041
Beijing,ke zhou,A,Successful Participant,398
Chongqing,Guanghui Huang,D,Meritorious,231
Shantou,Chun-Te Lee,B,Successful Participant,1390
Washington,Paul C Kainen,A,Successful Participant,1006
Beijing,Yuantao Xie,A,Successful Participant,398
é‡�åº†,tian xuequan,A,Honorable Mention,1204
Xi'an,Xu Zhiming,C,Honorable Mention,1621
Changsha,Wei Zhang,A,Honorable Mention,1378
Harbin,Tong Zheng,B,Meritorious,1021
Kunming,Fang Yan,D,Honorable Mention,416
Beijing,Luo Jun zhi,A,Successful Participant,1231
Fuzhou,Minqing Xiao,C,Successful Participant,1225
Chongqing,Chaolin Liu,B,Meritorious,231
Hangzhou,Lijun Zhang,A,Successful Participant,75
Huainan,Wei Xiang,C,Honorable Mention,1273
Luâ€™an,Li Guocheng,D,Successful Participant,737
Tai'an city,Jia-you LIU,D,Successful Participant,1139
Hefei,Bo Lin,A,Honorable Mention,776
Xi'an,Wang Fenglan,A,Successful Participant,1621
Taiyuan,Zhang Feng,B,Successful Participant,221
Nanjing,Jifeng Chu,A,Honorable Mention,520
Beijing,Hao Jiang,A,Honorable Mention,571
Beijing,Yan Li,A,Successful Participant,398
Jiaozuo,Wenling Li,A,Honorable Mention,1043
Lanzhou,ChengZe Gao,D,Honorable Mention,643
Xi'an,Qunhui Li,A,Successful Participant,703
Beijing,Na Sun,B,Successful Participant,1018
Shanghai,Changjun Wang,A,Successful Participant,125
Chengdu,Guobin Fan,A,Honorable Mention,298
Beijing,Yuanchang Shi,A,Successful Participant,1406
Galloway,Brandy L Rapatski,A,Honorable Mention,856
Shenyang,Zhao Yong,A,Successful Participant,1482
HangZhou,Haitao Yang,B,Honorable Mention,654
Shanghai,Zhang Xiaobo,A,Honorable Mention,1615
Harbin,Chunrui Zhang,B,Successful Participant,286
Taiyuan,QI ZHANG,D,Successful Participant,1326
Beijing,Liping Zhang,B,Successful Participant,364
Nantong,Min Chen,C,Successful Participant,432
Zhengzhou,Jianping Du,D,Successful Participant,870
Changsha,Dan Wang,A,Meritorious,183
Shanghai,Zhijian Qian,A,Meritorious,681
Ithaca,John R Pike,B,Honorable Mention,671
Wuhan,Yuanming Hu,D,Successful Participant,1677
Baoding,Jia Peipei,A,Successful Participant,874
Tangshan,Li Ying,B,Successful Participant,268
Guangzhou,Guocan Feng,A,Honorable Mention,1315
Shanghai,Xiaobin Li,A,Honorable Mention,1550
Wuhan,Chao Liang,D,Successful Participant,36
Changchun,Chunling Cao,A,Successful Participant,658
Nanjing,Jianxin Wu,A,Meritorious,51
Fuzhou,Xianghan Zheng,A,Successful Participant,1295
Hangzhou,Chaoyu He,D,Successful Participant,290
Qinhuangdao,Jingmei Guo,A,Honorable Mention,213
Beijing,Li Cui,B,Honorable Mention,1156
Chongqing,Yonglu Shu,B,Honorable Mention,231
Qingdao,Hua Guo,A,Successful Participant,1244
Jinan,Baodong LIU,A,Honorable Mention,1349
Huanggang,Ping Li,B,Successful Participant,458
Zhuhai,Wei Zhou,C,Successful Participant,1203
Dalian,Hui Lu,D,Honorable Mention,640
Shanghai,Xiao-Hong Chen,D,Honorable Mention,1238
Nanjing,Huaren Zhou,D,Meritorious,84
Beijng,Jiazhen Xu,D,Successful Participant,978
Beijing,Linlin Shao,A,Successful Participant,1191
Guangzhou,Yanhui Guan,B,Honorable Mention,1506
Taiyuan,Lihua Zhao,B,Successful Participant,1326
Beijing,Xiaoming Fan,D,Meritorious,306
Xuzhou,Qi Yongqiang,D,Meritorious,1226
Tianjin,Ming Tian,B,Successful Participant,280
Jiaozuo City,Zhaoliang Wang,D,Honorable Mention,1038
Beijing,SI SHEN,A,Successful Participant,619
Harbin,Guokun Qu,A,Honorable Mention,676
TIANJIN,YUN ZHANG,A,Successful Participant,412
Beijing,Wenbo Zhang,C,Successful Participant,1519
Shanghai,Yue Zhou,B,Successful Participant,555
Shanghai,Jing Liu,B,Successful Participant,1367
GuangZhou,ShaoHui Zhang,B,Successful Participant,282
Qingdao,wencai zhao,B,Honorable Mention,1643
Hangzhou,Yuexia Huang,A,Honorable Mention,906
Shanghai,ChengDong Dong,A,Meritorious,390
Beijing,Hui Zou,A,Meritorious,1406
Beijing,Guanqiong Yang,D,Meritorious,1156
Xi'an,Ligong Wang,A,Outstanding Winner,790
Guangzhou,Zhixuan Zhou,C,Honorable Mention,1205
London,Allan B MacIsaac,A,Meritorious,1108
Beijing,Wang Hongzhou,A,Successful Participant,274
Shanghai,Yongxiang Hu,A,Honorable Mention,400
Guangzhou,Liling Xie,B,Honorable Mention,1206
Nanjing,Guan Linlin,D,Honorable Mention,49
Beijing,Dehe Wang,D,Successful Participant,660
Wuhan,Aijiao Deng,C,Honorable Mention,36
Tianjin,Zhang Chunxiao,A,Honorable Mention,280
Shanghai,Zhijie Cai,A,Meritorious,284
Wuhan,Zhang Liang,B,Honorable Mention,992
Beijing,Richong Zhang,A,Honorable Mention,1322
Hohhot,Jianzhong Yin,B,Successful Participant,377
Beijing,Yunpeng Jia,A,Successful Participant,918
Shanghai,Yongjian Yang,A,Successful Participant,474
Beijing,Jian Ma,B,Successful Participant,1322
Chengdu,dai DAI,A,Successful Participant,138
Tianjin,Ying Zhang,A,Successful Participant,169
shenyang,Yanling Sun,A,Successful Participant,278
Changsha,Fuli He,D,Meritorious,1378
Tianjin,Yongjiang Xue,A,Successful Participant,569
Shijiazhuang,Yongqiang Zhao,A,Successful Participant,37
Nanjing,Libing Fang,C,Successful Participant,816
WUHAN,Xian jun Shi,A,Honorable Mention,38
Lynchburg,Jia Wan,A,Honorable Mention,86
Beijing,Guangdong Hang,A,Successful Participant,1242
Changsha,Kui Zhang,A,Successful Participant,762
Beijing,Xiuqing Chen,A,Successful Participant,758
Harbin,Xiaoping Ji,A,Honorable Mention,1021
Beijing,Qian Yin,B,Honorable Mention,913
Tacoma,Mei Zhu,B,Successful Participant,925
Guangzhou,Yubin Zhong,D,Meritorious,1044
Shenyang,Zhao Qiuyue,A,Meritorious,1151
Harbin,Daohua Li,A,Successful Participant,1021
Hangzhou,Yanlai Peng,D,Successful Participant,75
Beijing,Wensheng Sun,D,Meritorious,70
Guangzhou,Aixiang Chen,A,Honorable Mention,1001
Wuhan,Liu Haitao,A,Successful Participant,1212
Orlando,Costas Efthimiou,A,Successful Participant,1493
Hefei,Jian Liu,A,Successful Participant,776
Shenzhen,Dongping Wei,A,Successful Participant,551
Beijing,Haiyang Huang,B,Successful Participant,913
Seattle,James Allen Morrow,B,Meritorious,1229
Xi'an,Feng Ye,C,Meritorious,579
Mianyang,Yuqing Huang,D,Honorable Mention,389
Chongqing,Yong Fu,A,Successful Participant,802
Xi'an,Axia Wang,D,Finalist,703
Guangzhou,Yanhui Li,A,Finalist,1315
Luâ€™an,Wang Dingyu,C,Honorable Mention,794
NanTong,Chunlian Liu,A,Successful Participant,239
Harbin,Hongzhi Wang,D,Successful Participant,1021
BEIJING,JUNQIANG WEI,A,Successful Participant,1464
Wuhan,Jinying Tan,A,Honorable Mention,611
Beijing,Yong Zuo,D,Meritorious,1519
Beijing,Ding Wang,B,Meritorious,1497
Jinan,Baodong LIU,D,Successful Participant,749
Nanjing,Min Shen,D,Successful Participant,1207
Beijing,Wei Zhong Si,D,Honorable Mention,1519
Shenyang,Yang Guo,B,Honorable Mention,566
Beijing,Sanxing Wu,B,Successful Participant,1322
Guangzhou,Ying Li,D,Meritorious,469
Beijing,Hui Min,A,Successful Participant,1092
Shanghai,Hualong Zhang,B,Honorable Mention,681
Beijing,pingzhong tang,D,Successful Participant,951
Oshawa,Sean Bohun,A,Successful Participant,94
Jinhua,Minbo Yang,D,Honorable Mention,495
Beijing,lizhuo zhang,B,Honorable Mention,1399
Binzhou,Lei Wang,D,Honorable Mention,1232
Binzhou,Xinsheng Xu,A,Successful Participant,1232
CHENGDU,Jun Yang,B,Successful Participant,1333
Jinan,Kewen Cha,B,Successful Participant,1110
Chengdu,Jianjun Ye,A,Successful Participant,756
Zhengzhou,Jianhua Zhang,D,Meritorious,9
Guangzhou,yun xue,A,Successful Participant,103
Beijing,Liu Yulong,B,Honorable Mention,1414
Tianjin,Yongfeng Guo,A,Honorable Mention,569
Changchun,Peng Liu,D,Successful Participant,658
Beijing,Xiaobao Zhu,D,Meritorious,1190
Shanghai,Jianfeng Wu,D,Honorable Mention,284
Shenyang,Junling Liu,A,Successful Participant,438
Zhuhai,Yanghui Rao,D,Successful Participant,1298
Nanjing,Kong Gao Hua,C,Successful Participant,393
Beijing,Chengzhang Wang,D,Successful Participant,306
Shanghai,Xiaohan Yang,B,Successful Participant,681
Changsha,Xuanyun Qin,C,Successful Participant,1378
Guangzhou,Jingheng Cai,A,Successful Participant,1315
Ganzhou,Jian Pan,D,Successful Participant,1511
Beijing,Xiaobao Zhu,A,Meritorious,1190
BEIJING,WANG XIAOCHUN,A,Honorable Mention,1435
Wuhan,Aijiao Deng,C,Successful Participant,36
Hangzhou,Cheng Wang,A,Successful Participant,326
Chengdu,Jian zhong,C,Honorable Mention,917
Beijing,Mu Lin,D,Meritorious,306
Beijing,Qiang Feng,A,Honorable Mention,695
Changsha,Dan Wang,D,Honorable Mention,496
Beijing,Mu Lin,A,Successful Participant,306
Xuzhou,Han Miao,A,Successful Participant,1226
Chengdu,HuiLei Han,B,Successful Participant,1118
shanghai,Qifen Jiang,A,Meritorious,515
Shenyang,Jiao Zhang,A,Successful Participant,646
Jilin,Liu Yiyun Li Hui,A,Successful Participant,1582
Beijing,Shao Linlin,B,Meritorious,1414
Beijing,Ying Deng,C,Successful Participant,398
Shanghai,YongJian Yang,B,Successful Participant,293
Xi'an,Yuqian Yang,D,Honorable Mention,579
Qingdao,Shengshan Cao,B,Honorable Mention,1575
Xi'an,Jing Bin,B,Successful Participant,1270
Tianjin,Xianzhou Guo,A,Successful Participant,1042
Dalian,Linlin Tian,A,Successful Participant,640
Indianola,Murphy Waggoner,A,Honorable Mention,1529
Baoding,Tao Wang,A,Honorable Mention,1307
Beijing,Bing Hu,A,Successful Participant,1563
Tianjin,Xiaochen Sun,B,Successful Participant,1416
Harbin,Xiaoping Ji,A,Successful Participant,1021
Chongqing,Hengjie Chen,A,Honorable Mention,1005
Bejing,Rui Yang,D,Successful Participant,1199
Cambriddge,Christopher A Tout,A,Finalist,72
Shanghai,dong cheng dong,A,Honorable Mention,624
Shanghai,Xiaming Chen,B,Successful Participant,177
Shanghai,Jing Liu,A,Honorable Mention,1321
Beijing,Songjie Li,B,Honorable Mention,619
Jinan,Baodong Liu,C,Successful Participant,606
Nanjing,Zhipeng Qiu,B,Successful Participant,1627
Tianjin,jiao lian zu,A,Successful Participant,169
Qingdao,Yang Lei,A,Successful Participant,32
Chengdu,Yong hong Zhao,B,Successful Participant,322
Changsha,Muzhou Hou,B,Meritorious,1378
Shanghai,Jiyou Li,A,Honorable Mention,400
Hefei,Yanxiang Zhang,B,Honorable Mention,776
Beijing,Yan Li,D,Honorable Mention,639
Harbin,Lili Yuan,A,Successful Participant,855
Tianjin,Xiao Wei Chen,A,Honorable Mention,169
Beijing,Xue Luo,B,Successful Participant,1322
Harbin,Lianying Cao,A,Successful Participant,286
Chongqing,Xiusu Chen,D,Honorable Mention,782
Guangzhou,Yanhui Li,B,Successful Participant,1315
Blacksburg,Henning S. Mortveit,B,Honorable Mention,205
Nanjing,Rui Du,A,Successful Participant,1074
Xi'an,Xiaoyan Sun,A,Successful Participant,1532
Beijing,Guohui Li,C,Honorable Mention,1406
Hangzhou,Minghua Zhou,D,Honorable Mention,1245
Shenyang,Shuangyun Xing,A,Successful Participant,1096
Qingdao,Liang Xijun,B,Successful Participant,32
Guangzhou,Jian Deng,A,Honorable Mention,103
Bengbu,Su Han,B,Successful Participant,590
Dezhou,Yanfeng Shen,B,Honorable Mention,1148
Shenyang,Lihui Xu,A,Successful Participant,207
Xinxiang,Chun-Feng Wang,A,Successful Participant,901
Shenyang,Bo Wang,A,Successful Participant,797
Mianyang,Qiang Long,A,Honorable Mention,389
Wuhan,Jian Ming,C,Successful Participant,1666
Guanghzhou,Hunan LI,A,Successful Participant,1611
Jinan Shandong Province,Alian Chen,B,Successful Participant,1128
Tianjin,Xueyan Li,B,Successful Participant,280
Xi'an,Baosheng Kang,B,Successful Participant,146
BeijingChina,Kedian Mu,A,Honorable Mention,1607
Beijing,Yuantao Xie,A,Honorable Mention,398
HarbinHeilongjiang ProvinceChina,KEWEI ZHANG,A,Successful Participant,62
Xinxiang,Hongwei Jiao,B,Successful Participant,602
Hangzhou,Qiuying Lu,C,Successful Participant,75
Nantong,Hairong Zhu,A,Successful Participant,791
Hangzhou,Fulai Wang,D,Successful Participant,4
Guangzhou,Peixing Li,C,Successful Participant,1315
beijing,Bingtuan Wang,C,Successful Participant,1327
haikou,xingming shu,D,Honorable Mention,222
Changchun,Lv xianrui,A,Honorable Mention,658
Beijing,Duokui Yan,A,Successful Participant,1566
Beijing,SHUYAN CAO,A,Meritorious,398
Baoding,HuiFeng SHI,A,Honorable Mention,1307
Qingdao,Qingliang Zeng,B,Successful Participant,1244
kunming,Fan Yang,A,Successful Participant,748
Beijing,Li Cui,D,Honorable Mention,1156
Dalian,Zhandong Xu,A,Honorable Mention,582
Grinnell,Alan R Wolf,D,Successful Participant,1314
Zibo,Jian Wang,A,Successful Participant,877
CHENGDU,Kaibin Lei,A,Successful Participant,1333
Beijing,Chen Jian hua,B,Successful Participant,1231
Fuzhou,Changfeng Ma,B,Successful Participant,1225
Shenyang,Jianping Sun,A,Successful Participant,207
Beijing,Yanling Su,A,Successful Participant,398
Shenyang,Pan Feng,B,Meritorious,192
Nanjing,Jianlin Jiang,A,Successful Participant,1337
Tianjin,Zhenghai Huang,A,Honorable Mention,1537
Guangzhou,Yanmao Chen,A,Successful Participant,1315
Weihai,Huaqing Sun,C,Successful Participant,314
Tangshan,Yuan Shujuan,B,Successful Participant,268
Shanghai,Cuiyan Fen,B,Successful Participant,474
pleasantville,john f loase,A,Successful Participant,1466
Chengdu,Dai Dai,A,Meritorious,485
Guangzhou,Liuqiang Zhong,C,Successful Participant,103
Zhuhai,Chuanxi Zhou,A,Successful Participant,191
Shang hai,æ™“æ•� çŽ‹,A,Successful Participant,101
Tai'an city,Qing-biao WANG,D,Successful Participant,1280
Nanjing,Bennian Dou,A,Honorable Mention,1627
Beibei,Xianning Liu,B,Successful Participant,294
Xi'an,Shuisheng Zhou,C,Honorable Mention,579
Guilin,Fujian Duan,B,Honorable Mention,1039
Memphis,Erin N Bodine,B,Unsuccessful,1339
Harbin,Shuo Shi,A,Meritorious,1021
Chicago,Cong Liu,B,Meritorious,924
Fuzhou,Mingkui Zheng,D,Successful Participant,1295
Chengdu,Dongliang Cai,B,Successful Participant,1479
Bloomington,Kevin M Pilgrim,B,Successful Participant,1674
Guangzhou,Qianhua Cai,D,Honorable Mention,103
Jinan,Baodong LIU,D,Meritorious,1349
Shanghai,Xiying Yuan,B,Successful Participant,474
Suzhou,Feng Liu,A,Honorable Mention,460
Fuzhou,Guolong Chen,B,Honorable Mention,1295
Beijing,Jianping Yang,D,Successful Participant,1406
Beijing,Qi'an Guan,A,Meritorious,1414
NanTong,Ming Wei,B,Successful Participant,614
Chongqing,Yonglu Shu,B,Successful Participant,231
Singapore,Delin Chu,B,Successful Participant,698
Beijing,Guangdong Huang,D,Successful Participant,1673
Beijing,Zuguo He,A,Honorable Mention,1165
hangzhou,YU DONGHAO,A,Successful Participant,12
Beijing,Yuantao Xie,B,Honorable Mention,398
Fuzhou,Bixia Zhang,A,Honorable Mention,1295
Changchun,Libo Cheng,A,Successful Participant,995
Chengdu,Yuwen Jia,B,Successful Participant,322
Xi' an,Ping LU,D,Successful Participant,881
Guangzhou,Xiaolong Jiang,D,Successful Participant,1315
Pan Zhihua,Liang liang Ma,B,Successful Participant,559
Beijing,Wang Hongzhou,A,Honorable Mention,274
Beijing,Na Sun,A,Honorable Mention,1018
Beijing,Jiwei Liu,B,Successful Participant,754
tianjin,wanyi chen,B,Successful Participant,1320
Xi'an,LIAOMEI PAN,B,Successful Participant,1631
Beijing,XinYuan Zhao,B,Honorable Mention,11
Wuhan,Zhong Liuyi,A,Honorable Mention,36
Troy,Peter Roland Kramer,B,Honorable Mention,659
Taiyuan,chun fang li,A,Honorable Mention,1059
Fullerton,Laura M Smith,B,Successful Participant,937
Changchun,Lv xianrui,D,Meritorious,658
Changchun,Huang Qingdao,A,Meritorious,658
ChengDu,Kai Yu,A,Successful Participant,448
Nanjing,Wenlong Fei,C,Honorable Mention,66
Beijing,Lei Wang,A,Honorable Mention,964
Chung Li,Yen-Hsien Lee,A,Successful Participant,1352
Beijing China,Jing Xu,A,Honorable Mention,1617
shenyang,Qicheng Xu,A,Successful Participant,278
Tianjin,Jia Liu,A,Successful Participant,206
Nanchang,Zhang Liu,A,Successful Participant,1152
Suzhou,Qiang Niu,C,Honorable Mention,1211
Tianjin,Xiyin Liang,B,Successful Participant,569
Shanghai,Xiaohong Chen,D,Successful Participant,1238
Beijing,HaiBin Duan,A,Successful Participant,1322
shenyang,Housheng Xu,A,Successful Participant,278
Changsha,Muzhou Hou,A,Honorable Mention,1378
Chongqing,Shiyun Shen,A,Successful Participant,362
Beijing,LIANCUN ZHENG,A,Successful Participant,120
Nanning,Wang Zhongxin,A,Successful Participant,1240
Beijing,Mei Lu,D,Meritorious,951
Denver,Gary A Olson,A,Honorable Mention,1027
Haikou,Haohua Wang,A,Successful Participant,616
Beijing,Wenbo ZHANG,B,Meritorious,1519
Harbin,Daohua Li,A,Honorable Mention,1021
Beijing,Shijin Zhang,A,Honorable Mention,1322
Tangshan,Jiang Junna,A,Successful Participant,268
Zhuhai,Peng Yuan,A,Honorable Mention,191
Wuhan,liu jichen,A,Successful Participant,553
Salt Lake City,Holly Zullo,A,Honorable Mention,831
Taian,Chen Gui Lei,A,Successful Participant,350
Wuhan,zhengYang Mei,D,Honorable Mention,202
Qingdao,Weijia Zhao,B,Successful Participant,984
Lanzhou,Youyi Zhao,A,Successful Participant,1572
Ellensburg,James W Bisgard,B,Successful Participant,56
Helena,Kelly S. Cline,D,Honorable Mention,1220
Tianjin,Youbing Xiong,A,Honorable Mention,91
Shanghai,WANG Jun,A,Successful Participant,680
Hangzhou,Jiazhi Pan,B,Successful Participant,906
Bengbu,Li Fanqun,D,Honorable Mention,590
Zhuhai,Xu Lili,A,Meritorious,1203
Qufu,Jianxiang Tian,A,Successful Participant,160
NanTong,Xueqing Miao,A,Successful Participant,239
BeiJing,Lei Guo,A,Successful Participant,477
Beijing,Xiaole Su,A,Meritorious,913
Beijing,Yanfei Shu,A,Successful Participant,1223
Shanghai,jianguo Liu,A,Successful Participant,1304
Hangzhou,Chaoyu He,D,Meritorious,290
Jinan,Baodong LIU,C,Successful Participant,966
Harbin,Hongzhi Wang,A,Honorable Mention,1021
Oshawa,Sean Bohun,A,Honorable Mention,94
